iso_2_pair,geo_iso_2,partner_iso_2,year,ip_export,is_cfc,cfc_tax,all_tax,geo_gdp,partner_gdp,patent_collab_count,geo_innovation_input,partner_innovation_input,geo_innovation_output,partner_innovation_output
LV-CA,LV,CA,2012,0.8,0,,26.1,28324787663.6545,1828366481521.6,0.8,51.4,65.8,42.6,48.0
NL-CA,NL,CA,2012,,1,26.1,26.1,838971306990.906,1828366481521.6,61.8,62.9,65.8,58.2,48.0
NL-CA,NL,CA,2012,,1,26.1,26.1,838971306990.906,1828366481521.6,48.8,62.9,65.8,58.2,48.0
PL-CA,PL,CA,2012,0.8,0,,26.1,498523568248.119,1828366481521.6,16.799999999999997,47.1,65.8,33.6,48.0
PL-CA,PL,CA,2012,0.8,0,,26.1,498523568248.119,1828366481521.6,16.799999999999997,47.1,65.8,33.6,48.0
RO-CA,RO,CA,2012,,0,,26.1,170635805316.879,1828366481521.6,5.800000000000001,43.9,65.8,31.7,48.0
RO-CA,RO,CA,2012,,0,,26.1,170635805316.879,1828366481521.6,4.800000000000001,43.9,65.8,31.7,48.0
SE-CA,SE,CA,2012,0.8,1,26.1,26.1,552483727282.802,1828366481521.6,78.80000000000001,68.8,65.8,60.7,48.0
SE-CA,SE,CA,2012,0.8,1,26.1,26.1,552483727282.802,1828366481521.6,76.80000000000001,68.8,65.8,60.7,48.0
SI-CA,SI,CA,2012,0.8,0,,26.1,46580457470.2769,1828366481521.6,0.8,53.2,65.8,46.6,48.0
SK-CA,SK,CA,2012,,0,,26.1,94534730680.6023,1828366481521.6,0.8,47.3,65.8,35.4,48.0
AT-CH,AT,CH,2012,1.7999999999999998,0,21.174438,21.174438,409425234155.263,692109693986.886,330.79999999999995,59.5,68.0,46.7,68.5
AT-CH,AT,CH,2012,1.7999999999999998,0,21.174438,21.174438,409425234155.263,692109693986.886,315.79999999999995,59.5,68.0,46.7,68.5
BE-CH,BE,CH,2012,,0,21.174438,21.174438,496181260258.3,692109693986.886,71.80000000000001,60.3,68.0,48.3,68.5
BE-CH,BE,CH,2012,,0,21.174438,21.174438,496181260258.3,692109693986.886,67.80000000000001,60.3,68.0,48.3,68.5
BG-CH,BG,CH,2012,0.9,0,21.174438,21.174438,54033250328.5151,692109693986.886,0.8,45.5,68.0,35.8,68.5
CY-CH,CY,CH,2012,0.8,0,21.174438,21.174438,24978513426.6992,692109693986.886,1.7999999999999998,56.4,68.0,39.3,68.5
CZ-CH,CZ,CH,2012,10.8,0,21.174438,21.174438,208857719320.649,692109693986.886,22.799999999999997,53.3,68.0,46.1,68.5
CZ-CH,CZ,CH,2012,10.8,0,21.174438,21.174438,208857719320.649,692109693986.886,23.799999999999997,53.3,68.0,46.1,68.5
DE-CH,DE,CH,2012,,1,25.0,25.0,3527344944139.83,692109693986.886,2359.8,58.8,68.0,53.7,68.5
DE-CH,DE,CH,2012,,1,25.0,25.0,3527344944139.83,692109693986.886,2322.8,58.8,68.0,53.7,68.5
DK-CH,DK,CH,2012,0.8,1,25.0,25.0,327148943812.137,692109693986.886,53.8,67.4,68.0,52.5,68.5
DK-CH,DK,CH,2012,0.8,1,25.0,25.0,327148943812.137,692109693986.886,37.8,67.4,68.0,52.5,68.5
EE-CH,EE,CH,2012,0.8,1,21.174438,21.174438,23192708981.8446,692109693986.886,0.8,57.4,68.0,53.3,68.5
GR-CH,GR,CH,2012,0.8,0,21.174438,21.174438,242053529231.146,692109693986.886,10.8,44.0,68.0,26.5,68.5
GR-CH,GR,CH,2012,0.8,0,21.174438,21.174438,242053529231.146,692109693986.886,10.8,44.0,68.0,26.5,68.5
FI-CH,FI,CH,2012,,1,19.6,19.6,258304834621.605,692109693986.886,14.8,67.5,68.0,56.1,68.5
FI-CH,FI,CH,2012,,1,19.6,19.6,258304834621.605,692109693986.886,16.799999999999997,67.5,68.0,56.1,68.5
FR-CH,FR,CH,2012,,1,36.09639,36.09639,2683825225092.63,692109693986.886,1393.8000000000002,59.1,68.0,44.4,68.5
FR-CH,FR,CH,2012,,1,36.09639,36.09639,2683825225092.63,692109693986.886,1384.8000000000002,59.1,68.0,44.4,68.5
HR-CH,HR,CH,2012,,0,21.174438,21.174438,56580819623.8529,692109693986.886,3.8,46.4,68.0,34.9,68.5
HR-CH,HR,CH,2012,,0,21.174438,21.174438,56580819623.8529,692109693986.886,3.8,46.4,68.0,34.9,68.5
HU-CH,HU,CH,2012,0.8,1,21.174438,21.174438,128475498380.379,692109693986.886,14.8,51.2,68.0,41.9,68.5
HU-CH,HU,CH,2012,0.8,1,21.174438,21.174438,128475498380.379,692109693986.886,9.8,51.2,68.0,41.9,68.5
IE-CH,IE,CH,2012,0.8,0,21.174438,21.174438,224984397510.31,692109693986.886,18.799999999999997,67.4,68.0,49.9,68.5
IE-CH,IE,CH,2012,0.8,0,21.174438,21.174438,224984397510.31,692109693986.886,18.799999999999997,67.4,68.0,49.9,68.5
IT-CH,IT,CH,2012,2.4,1,25.034200000000002,25.034200000000002,2087077032435.15,692109693986.886,294.79999999999995,51.5,68.0,37.5,68.5
IT-CH,IT,CH,2012,2.4,1,25.034200000000002,25.034200000000002,2087077032435.15,692109693986.886,283.79999999999995,51.5,68.0,37.5,68.5
LT-CH,LT,CH,2012,0.8,1,21.174438,21.174438,42927454291.478,692109693986.886,0.8,50.2,68.0,37.8,68.5
LV-CH,LV,CH,2012,0.8,0,21.174438,21.174438,28324787663.6545,692109693986.886,4.800000000000001,51.4,68.0,42.6,68.5
LV-CH,LV,CH,2012,0.8,0,21.174438,21.174438,28324787663.6545,692109693986.886,4.800000000000001,51.4,68.0,42.6,68.5
PL-CH,PL,CH,2012,0.8,0,21.174438,21.174438,498523568248.119,692109693986.886,9.8,47.1,68.0,33.6,68.5
PL-CH,PL,CH,2012,0.8,0,21.174438,21.174438,498523568248.119,692109693986.886,9.8,47.1,68.0,33.6,68.5
RO-CH,RO,CH,2012,,0,21.174438,21.174438,170635805316.879,692109693986.886,0.8,43.9,68.0,31.7,68.5
SE-CH,SE,CH,2012,0.8,1,21.174438,21.174438,552483727282.802,692109693986.886,80.80000000000001,68.8,68.0,60.7,68.5
SE-CH,SE,CH,2012,0.8,1,21.174438,21.174438,552483727282.802,692109693986.886,73.80000000000001,68.8,68.0,60.7,68.5
SI-CH,SI,CH,2012,0.8,0,21.174438,21.174438,46580457470.2769,692109693986.886,6.800000000000001,53.2,68.0,46.6,68.5
SI-CH,SI,CH,2012,0.8,0,21.174438,21.174438,46580457470.2769,692109693986.886,7.800000000000001,53.2,68.0,46.6,68.5
SK-CH,SK,CH,2012,,0,21.174438,21.174438,94534730680.6023,692109693986.886,7.800000000000001,47.3,68.0,35.4,68.5
SK-CH,SK,CH,2012,,0,21.174438,21.174438,94534730680.6023,692109693986.886,6.800000000000001,47.3,68.0,35.4,68.5
AT-CL,AT,CL,2012,0.8,0,,20.0,409425234155.263,267122320056.702,1.7999999999999998,59.5,46.8,46.7,38.5
AT-CL,AT,CL,2012,0.8,0,,20.0,409425234155.263,267122320056.702,1.7999999999999998,59.5,46.8,46.7,38.5
BE-CL,BE,CL,2012,0.8,0,,20.0,496181260258.3,267122320056.702,0.8,60.3,46.8,48.3,38.5
BG-CL,BG,CL,2012,0.8,0,,20.0,54033250328.5151,267122320056.702,0.8,45.5,46.8,35.8,38.5
CY-CL,CY,CL,2012,0.8,0,,20.0,24978513426.6992,267122320056.702,0.8,56.4,46.8,39.3,38.5
CZ-CL,CZ,CL,2012,0.8,0,,20.0,208857719320.649,267122320056.702,0.8,53.3,46.8,46.1,38.5
DE-CL,DE,CL,2012,,1,25.0,25.0,3527344944139.83,267122320056.702,30.799999999999997,58.8,46.8,53.7,38.5
DE-CL,DE,CL,2012,,1,25.0,25.0,3527344944139.83,267122320056.702,29.799999999999997,58.8,46.8,53.7,38.5
DK-CL,DK,CL,2012,0.8,1,25.0,25.0,327148943812.137,267122320056.702,0.8,67.4,46.8,52.5,38.5
EE-CL,EE,CL,2012,0.8,1,20.0,20.0,23192708981.8446,267122320056.702,0.8,57.4,46.8,53.3,38.5
GR-CL,GR,CL,2012,0.8,0,,20.0,242053529231.146,267122320056.702,0.8,44.0,46.8,26.5,38.5
FI-CL,FI,CL,2012,,1,20.0,20.0,258304834621.605,267122320056.702,0.8,67.5,46.8,56.1,38.5
FR-CL,FR,CL,2012,,1,36.09639,36.09639,2683825225092.63,267122320056.702,3.8,59.1,46.8,44.4,38.5
FR-CL,FR,CL,2012,,1,36.09639,36.09639,2683825225092.63,267122320056.702,3.8,59.1,46.8,44.4,38.5
HR-CL,HR,CL,2012,,0,,20.0,56580819623.8529,267122320056.702,0.8,46.4,46.8,34.9,38.5
HU-CL,HU,CL,2012,0.8,1,20.0,20.0,128475498380.379,267122320056.702,0.8,51.2,46.8,41.9,38.5
IE-CL,IE,CL,2012,0.8,0,,20.0,224984397510.31,267122320056.702,0.8,67.4,46.8,49.9,38.5
IT-CL,IT,CL,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,267122320056.702,2.8,51.5,46.8,37.5,38.5
IT-CL,IT,CL,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,267122320056.702,3.8,51.5,46.8,37.5,38.5
LT-CL,LT,CL,2012,0.8,1,20.0,20.0,42927454291.478,267122320056.702,0.8,50.2,46.8,37.8,38.5
LV-CL,LV,CL,2012,0.8,0,,20.0,28324787663.6545,267122320056.702,0.8,51.4,46.8,42.6,38.5
NL-CL,NL,CL,2012,,1,25.0,25.0,838971306990.906,267122320056.702,0.8,62.9,46.8,58.2,38.5
PL-CL,PL,CL,2012,0.8,0,,20.0,498523568248.119,267122320056.702,0.8,47.1,46.8,33.6,38.5
RO-CL,RO,CL,2012,,0,,20.0,170635805316.879,267122320056.702,0.8,43.9,46.8,31.7,38.5
SE-CL,SE,CL,2012,0.8,1,20.0,20.0,552483727282.802,267122320056.702,7.800000000000001,68.8,46.8,60.7,38.5
SE-CL,SE,CL,2012,0.8,1,20.0,20.0,552483727282.802,267122320056.702,7.800000000000001,68.8,46.8,60.7,38.5
SI-CL,SI,CL,2012,0.8,0,,20.0,46580457470.2769,267122320056.702,0.8,53.2,46.8,46.6,38.5
SK-CL,SK,CL,2012,,0,,20.0,94534730680.6023,267122320056.702,0.8,47.3,46.8,35.4,38.5
AT-CY,AT,CY,2012,0.8,0,10.0,10.0,409425234155.263,24978513426.6992,0.8,59.5,56.4,46.7,39.3
BE-CY,BE,CY,2012,0.8,0,10.0,10.0,496181260258.3,24978513426.6992,0.8,60.3,56.4,48.3,39.3
BG-CY,BG,CY,2012,0.8,0,10.0,10.0,54033250328.5151,24978513426.6992,0.8,45.5,56.4,35.8,39.3
CZ-CY,CZ,CY,2012,0.8,0,10.0,10.0,208857719320.649,24978513426.6992,0.8,53.3,56.4,46.1,39.3
DE-CY,DE,CY,2012,,1,25.0,25.0,3527344944139.83,24978513426.6992,4.800000000000001,58.8,56.4,53.7,39.3
DE-CY,DE,CY,2012,,1,25.0,25.0,3527344944139.83,24978513426.6992,3.8,58.8,56.4,53.7,39.3
DK-CY,DK,CY,2012,0.8,1,25.0,25.0,327148943812.137,24978513426.6992,0.8,67.4,56.4,52.5,39.3
EE-CY,EE,CY,2012,0.8,1,10.0,10.0,23192708981.8446,24978513426.6992,0.8,57.4,56.4,53.3,39.3
GR-CY,GR,CY,2012,0.8,0,10.0,10.0,242053529231.146,24978513426.6992,2.8,44.0,56.4,26.5,39.3
GR-CY,GR,CY,2012,0.8,0,10.0,10.0,242053529231.146,24978513426.6992,2.8,44.0,56.4,26.5,39.3
FI-CY,FI,CY,2012,,1,19.6,19.6,258304834621.605,24978513426.6992,0.8,67.5,56.4,56.1,39.3
FR-CY,FR,CY,2012,,1,36.09639,36.09639,2683825225092.63,24978513426.6992,1.7999999999999998,59.1,56.4,44.4,39.3
HR-CY,HR,CY,2012,,0,10.0,10.0,56580819623.8529,24978513426.6992,0.8,46.4,56.4,34.9,39.3
HU-CY,HU,CY,2012,0.8,1,10.0,10.0,128475498380.379,24978513426.6992,0.8,51.2,56.4,41.9,39.3
IE-CY,IE,CY,2012,0.8,0,10.0,10.0,224984397510.31,24978513426.6992,0.8,67.4,56.4,49.9,39.3
IT-CY,IT,CY,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,24978513426.6992,1.7999999999999998,51.5,56.4,37.5,39.3
LT-CY,LT,CY,2012,0.8,1,15.0,15.0,42927454291.478,24978513426.6992,0.8,50.2,56.4,37.8,39.3
LV-CY,LV,CY,2012,0.8,0,10.0,10.0,28324787663.6545,24978513426.6992,0.8,51.4,56.4,42.6,39.3
NL-CY,NL,CY,2012,,1,25.0,25.0,838971306990.906,24978513426.6992,1.7999999999999998,62.9,56.4,58.2,39.3
NL-CY,NL,CY,2012,,1,25.0,25.0,838971306990.906,24978513426.6992,1.7999999999999998,62.9,56.4,58.2,39.3
PL-CY,PL,CY,2012,0.8,0,10.0,10.0,498523568248.119,24978513426.6992,0.8,47.1,56.4,33.6,39.3
RO-CY,RO,CY,2012,,0,10.0,10.0,170635805316.879,24978513426.6992,0.8,43.9,56.4,31.7,39.3
SE-CY,SE,CY,2012,0.8,1,21.040000000000003,21.040000000000003,552483727282.802,24978513426.6992,0.8,68.8,56.4,60.7,39.3
SI-CY,SI,CY,2012,0.8,0,10.0,10.0,46580457470.2769,24978513426.6992,0.8,53.2,56.4,46.6,39.3
SK-CY,SK,CY,2012,,0,10.0,10.0,94534730680.6023,24978513426.6992,0.8,47.3,56.4,35.4,39.3
AT-CZ,AT,CZ,2012,0.8,0,19.0,19.0,409425234155.263,208857719320.649,7.800000000000001,59.5,53.3,46.7,46.1
AT-CZ,AT,CZ,2012,0.8,0,19.0,19.0,409425234155.263,208857719320.649,6.800000000000001,59.5,53.3,46.7,46.1
BE-CZ,BE,CZ,2012,0.8,0,19.0,19.0,496181260258.3,208857719320.649,21.799999999999997,60.3,53.3,48.3,46.1
BE-CZ,BE,CZ,2012,0.8,0,19.0,19.0,496181260258.3,208857719320.649,27.799999999999997,60.3,53.3,48.3,46.1
BG-CZ,BG,CZ,2012,0.8,0,19.0,19.0,54033250328.5151,208857719320.649,0.8,45.5,53.3,35.8,46.1
CY-CZ,CY,CZ,2012,0.8,0,19.0,19.0,24978513426.6992,208857719320.649,0.8,56.4,53.3,39.3,46.1
DE-CZ,DE,CZ,2012,,1,25.0,25.0,3527344944139.83,208857719320.649,63.8,58.8,53.3,53.7,46.1
DE-CZ,DE,CZ,2012,,1,25.0,25.0,3527344944139.83,208857719320.649,56.8,58.8,53.3,53.7,46.1
DK-CZ,DK,CZ,2012,0.8,1,25.0,25.0,327148943812.137,208857719320.649,9.8,67.4,53.3,52.5,46.1
DK-CZ,DK,CZ,2012,0.8,1,25.0,25.0,327148943812.137,208857719320.649,9.8,67.4,53.3,52.5,46.1
EE-CZ,EE,CZ,2012,0.8,1,19.0,19.0,23192708981.8446,208857719320.649,0.8,57.4,53.3,53.3,46.1
GR-CZ,GR,CZ,2012,0.8,0,19.0,19.0,242053529231.146,208857719320.649,0.8,44.0,53.3,26.5,46.1
FI-CZ,FI,CZ,2012,,1,19.0,19.0,258304834621.605,208857719320.649,4.800000000000001,67.5,53.3,56.1,46.1
FI-CZ,FI,CZ,2012,,1,19.0,19.0,258304834621.605,208857719320.649,4.800000000000001,67.5,53.3,56.1,46.1
FR-CZ,FR,CZ,2012,,1,36.09639,36.09639,2683825225092.63,208857719320.649,28.799999999999997,59.1,53.3,44.4,46.1
FR-CZ,FR,CZ,2012,,1,36.09639,36.09639,2683825225092.63,208857719320.649,31.799999999999997,59.1,53.3,44.4,46.1
HR-CZ,HR,CZ,2012,,0,19.0,19.0,56580819623.8529,208857719320.649,0.8,46.4,53.3,34.9,46.1
HU-CZ,HU,CZ,2012,0.8,1,19.0,19.0,128475498380.379,208857719320.649,5.800000000000001,51.2,53.3,41.9,46.1
HU-CZ,HU,CZ,2012,0.8,1,19.0,19.0,128475498380.379,208857719320.649,5.800000000000001,51.2,53.3,41.9,46.1
IE-CZ,IE,CZ,2012,0.8,0,19.0,19.0,224984397510.31,208857719320.649,0.8,67.4,53.3,49.9,46.1
IT-CZ,IT,CZ,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,208857719320.649,10.8,51.5,53.3,37.5,46.1
IT-CZ,IT,CZ,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,208857719320.649,9.8,51.5,53.3,37.5,46.1
LT-CZ,LT,CZ,2012,0.8,1,19.0,19.0,42927454291.478,208857719320.649,0.8,50.2,53.3,37.8,46.1
LV-CZ,LV,CZ,2012,0.8,0,19.0,19.0,28324787663.6545,208857719320.649,0.8,51.4,53.3,42.6,46.1
NL-CZ,NL,CZ,2012,,1,25.0,25.0,838971306990.906,208857719320.649,9.8,62.9,53.3,58.2,46.1
NL-CZ,NL,CZ,2012,,1,25.0,25.0,838971306990.906,208857719320.649,12.8,62.9,53.3,58.2,46.1
PL-CZ,PL,CZ,2012,0.8,0,19.0,19.0,498523568248.119,208857719320.649,2.8,47.1,53.3,33.6,46.1
PL-CZ,PL,CZ,2012,0.8,0,19.0,19.0,498523568248.119,208857719320.649,2.8,47.1,53.3,33.6,46.1
RO-CZ,RO,CZ,2012,,0,19.0,19.0,170635805316.879,208857719320.649,0.8,43.9,53.3,31.7,46.1
SE-CZ,SE,CZ,2012,0.8,1,21.040000000000003,21.040000000000003,552483727282.802,208857719320.649,1.7999999999999998,68.8,53.3,60.7,46.1
SI-CZ,SI,CZ,2012,0.8,0,19.0,19.0,46580457470.2769,208857719320.649,0.8,53.2,53.3,46.6,46.1
SK-CZ,SK,CZ,2012,,0,19.0,19.0,94534730680.6023,208857719320.649,5.800000000000001,47.3,53.3,35.4,46.1
SK-CZ,SK,CZ,2012,,0,19.0,19.0,94534730680.6023,208857719320.649,8.8,47.3,53.3,35.4,46.1
AT-DE,AT,DE,2012,7.800000000000001,0,30.175,30.175,409425234155.263,3527344944139.83,1084.8000000000002,59.5,58.8,46.7,53.7
AT-DE,AT,DE,2012,7.800000000000001,0,30.175,30.175,409425234155.263,3527344944139.83,1103.8000000000002,59.5,58.8,46.7,53.7
BE-DE,BE,DE,2012,0.8,0,30.175,30.175,496181260258.3,3527344944139.83,506.79999999999995,60.3,58.8,48.3,53.7
BE-DE,BE,DE,2012,0.8,0,30.175,30.175,496181260258.3,3527344944139.83,520.8,60.3,58.8,48.3,53.7
BG-DE,BG,DE,2012,0.8,0,30.175,30.175,54033250328.5151,3527344944139.83,29.799999999999997,45.5,58.8,35.8,53.7
BG-DE,BG,DE,2012,0.8,0,30.175,30.175,54033250328.5151,3527344944139.83,22.799999999999997,45.5,58.8,35.8,53.7
CY-DE,CY,DE,2012,0.8,0,30.175,30.175,24978513426.6992,3527344944139.83,3.8,56.4,58.8,39.3,53.7
CY-DE,CY,DE,2012,0.8,0,30.175,30.175,24978513426.6992,3527344944139.83,4.800000000000001,56.4,58.8,39.3,53.7
CZ-DE,CZ,DE,2012,8.200000000000001,0,30.175,30.175,208857719320.649,3527344944139.83,56.8,53.3,58.8,46.1,53.7
CZ-DE,CZ,DE,2012,8.200000000000001,0,30.175,30.175,208857719320.649,3527344944139.83,63.8,53.3,58.8,46.1,53.7
DK-DE,DK,DE,2012,0.8,1,30.175,30.175,327148943812.137,3527344944139.83,172.8,67.4,58.8,52.5,53.7
DK-DE,DK,DE,2012,0.8,1,30.175,30.175,327148943812.137,3527344944139.83,169.8,67.4,58.8,52.5,53.7
EE-DE,EE,DE,2012,0.8,1,30.175,30.175,23192708981.8446,3527344944139.83,2.8,57.4,58.8,53.3,53.7
EE-DE,EE,DE,2012,0.8,1,30.175,30.175,23192708981.8446,3527344944139.83,2.8,57.4,58.8,53.3,53.7
GR-DE,GR,DE,2012,0.8,0,30.175,30.175,242053529231.146,3527344944139.83,27.799999999999997,44.0,58.8,26.5,53.7
GR-DE,GR,DE,2012,0.8,0,30.175,30.175,242053529231.146,3527344944139.83,26.799999999999997,44.0,58.8,26.5,53.7
FI-DE,FI,DE,2012,,1,30.175,30.175,258304834621.605,3527344944139.83,178.8,67.5,58.8,56.1,53.7
FI-DE,FI,DE,2012,,1,30.175,30.175,258304834621.605,3527344944139.83,183.8,67.5,58.8,56.1,53.7
FR-DE,FR,DE,2012,,1,36.09639,36.09639,2683825225092.63,3527344944139.83,1721.8000000000002,59.1,58.8,44.4,53.7
FR-DE,FR,DE,2012,,1,36.09639,36.09639,2683825225092.63,3527344944139.83,1704.8000000000002,59.1,58.8,44.4,53.7
HR-DE,HR,DE,2012,,0,30.175,30.175,56580819623.8529,3527344944139.83,5.800000000000001,46.4,58.8,34.9,53.7
HR-DE,HR,DE,2012,,0,30.175,30.175,56580819623.8529,3527344944139.83,9.8,46.4,58.8,34.9,53.7
HU-DE,HU,DE,2012,59.199999999999996,1,30.175,30.175,128475498380.379,3527344944139.83,93.80000000000001,51.2,58.8,41.9,53.7
HU-DE,HU,DE,2012,59.199999999999996,1,30.175,30.175,128475498380.379,3527344944139.83,95.80000000000001,51.2,58.8,41.9,53.7
IE-DE,IE,DE,2012,0.8,0,30.175,30.175,224984397510.31,3527344944139.83,36.8,67.4,58.8,49.9,53.7
IE-DE,IE,DE,2012,0.8,0,30.175,30.175,224984397510.31,3527344944139.83,34.8,67.4,58.8,49.9,53.7
IT-DE,IT,DE,2012,0.9,1,30.175,30.175,2087077032435.15,3527344944139.83,550.8,51.5,58.8,37.5,53.7
IT-DE,IT,DE,2012,0.9,1,30.175,30.175,2087077032435.15,3527344944139.83,495.79999999999995,51.5,58.8,37.5,53.7
LT-DE,LT,DE,2012,0.8,1,30.175,30.175,42927454291.478,3527344944139.83,5.800000000000001,50.2,58.8,37.8,53.7
LT-DE,LT,DE,2012,0.8,1,30.175,30.175,42927454291.478,3527344944139.83,4.800000000000001,50.2,58.8,37.8,53.7
LV-DE,LV,DE,2012,0.8,0,30.175,30.175,28324787663.6545,3527344944139.83,15.8,51.4,58.8,42.6,53.7
LV-DE,LV,DE,2012,0.8,0,30.175,30.175,28324787663.6545,3527344944139.83,16.799999999999997,51.4,58.8,42.6,53.7
NL-DE,NL,DE,2012,,1,30.175,30.175,838971306990.906,3527344944139.83,859.8,62.9,58.8,58.2,53.7
NL-DE,NL,DE,2012,,1,30.175,30.175,838971306990.906,3527344944139.83,932.8,62.9,58.8,58.2,53.7
PL-DE,PL,DE,2012,0.8,0,30.175,30.175,498523568248.119,3527344944139.83,72.80000000000001,47.1,58.8,33.6,53.7
PL-DE,PL,DE,2012,0.8,0,30.175,30.175,498523568248.119,3527344944139.83,83.80000000000001,47.1,58.8,33.6,53.7
RO-DE,RO,DE,2012,,0,30.175,30.175,170635805316.879,3527344944139.83,7.800000000000001,43.9,58.8,31.7,53.7
RO-DE,RO,DE,2012,,0,30.175,30.175,170635805316.879,3527344944139.83,13.8,43.9,58.8,31.7,53.7
SE-DE,SE,DE,2012,0.8,1,30.175,30.175,552483727282.802,3527344944139.83,463.79999999999995,68.8,58.8,60.7,53.7
SE-DE,SE,DE,2012,0.8,1,30.175,30.175,552483727282.802,3527344944139.83,476.79999999999995,68.8,58.8,60.7,53.7
SI-DE,SI,DE,2012,0.8,0,30.175,30.175,46580457470.2769,3527344944139.83,41.8,53.2,58.8,46.6,53.7
SI-DE,SI,DE,2012,0.8,0,30.175,30.175,46580457470.2769,3527344944139.83,42.8,53.2,58.8,46.6,53.7
SK-DE,SK,DE,2012,,0,30.175,30.175,94534730680.6023,3527344944139.83,31.799999999999997,47.3,58.8,35.4,53.7
SK-DE,SK,DE,2012,,0,30.175,30.175,94534730680.6023,3527344944139.83,31.799999999999997,47.3,58.8,35.4,53.7
AT-DK,AT,DK,2012,0.8,0,25.0,25.0,409425234155.263,327148943812.137,31.799999999999997,59.5,67.4,46.7,52.5
AT-DK,AT,DK,2012,0.8,0,25.0,25.0,409425234155.263,327148943812.137,33.8,59.5,67.4,46.7,52.5
BE-DK,BE,DK,2012,0.8,0,25.0,25.0,496181260258.3,327148943812.137,9.8,60.3,67.4,48.3,52.5
BE-DK,BE,DK,2012,0.8,0,25.0,25.0,496181260258.3,327148943812.137,9.8,60.3,67.4,48.3,52.5
BG-DK,BG,DK,2012,0.8,0,25.0,25.0,54033250328.5151,327148943812.137,0.8,45.5,67.4,35.8,52.5
CY-DK,CY,DK,2012,0.8,0,25.0,25.0,24978513426.6992,327148943812.137,0.8,56.4,67.4,39.3,52.5
CZ-DK,CZ,DK,2012,0.8,0,25.0,25.0,208857719320.649,327148943812.137,9.8,53.3,67.4,46.1,52.5
CZ-DK,CZ,DK,2012,0.8,0,25.0,25.0,208857719320.649,327148943812.137,9.8,53.3,67.4,46.1,52.5
DE-DK,DE,DK,2012,,1,25.0,25.0,3527344944139.83,327148943812.137,169.8,58.8,67.4,53.7,52.5
DE-DK,DE,DK,2012,,1,25.0,25.0,3527344944139.83,327148943812.137,172.8,58.8,67.4,53.7,52.5
EE-DK,EE,DK,2012,0.9,1,25.0,25.0,23192708981.8446,327148943812.137,4.800000000000001,57.4,67.4,53.3,52.5
EE-DK,EE,DK,2012,0.9,1,25.0,25.0,23192708981.8446,327148943812.137,3.8,57.4,67.4,53.3,52.5
GR-DK,GR,DK,2012,0.8,0,25.0,25.0,242053529231.146,327148943812.137,0.8,44.0,67.4,26.5,52.5
FI-DK,FI,DK,2012,,1,25.0,25.0,258304834621.605,327148943812.137,49.8,67.5,67.4,56.1,52.5
FI-DK,FI,DK,2012,,1,25.0,25.0,258304834621.605,327148943812.137,48.8,67.5,67.4,56.1,52.5
FR-DK,FR,DK,2012,,1,36.09639,36.09639,2683825225092.63,327148943812.137,69.80000000000001,59.1,67.4,44.4,52.5
FR-DK,FR,DK,2012,,1,36.09639,36.09639,2683825225092.63,327148943812.137,63.8,59.1,67.4,44.4,52.5
HR-DK,HR,DK,2012,,0,25.0,25.0,56580819623.8529,327148943812.137,0.8,46.4,67.4,34.9,52.5
HU-DK,HU,DK,2012,0.8,1,25.0,25.0,128475498380.379,327148943812.137,2.8,51.2,67.4,41.9,52.5
HU-DK,HU,DK,2012,0.8,1,25.0,25.0,128475498380.379,327148943812.137,2.8,51.2,67.4,41.9,52.5
IE-DK,IE,DK,2012,0.8,0,25.0,25.0,224984397510.31,327148943812.137,0.8,67.4,67.4,49.9,52.5
IT-DK,IT,DK,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,327148943812.137,44.8,51.5,67.4,37.5,52.5
IT-DK,IT,DK,2012,0.8,1,25.034200000000002,25.034200000000002,2087077032435.15,327148943812.137,34.8,51.5,67.4,37.5,52.5
LT-DK,LT,DK,2012,0.8,1,25.0,25.0,42927454291.478,327148943812.137,0.8,50.2,67.4,37.8,52.5
LV-DK,LV,DK,2012,0.8,0,25.0,25.0,28324787663.6545,327148943812.137,0.8,51.4,67.4,42.6,52.5
NL-DK,NL,DK,2012,,1,25.0,25.0,838971306990.906,327148943812.137,60.8,62.9,67.4,58.2,52.5
NL-DK,NL,DK,2012,,1,25.0,25.0,838971306990.906,327148943812.137,59.8,62.9,67.4,58.2,52.5
PL-DK,PL,DK,2012,0.8,0,25.0,25.0,498523568248.119,327148943812.137,8.8,47.1,67.4,33.6,52.5
PL-DK,PL,DK,2012,0.8,0,25.0,25.0,498523568248.119,327148943812.137,6.800000000000001,47.1,67.4,33.6,52.5
RO-DK,RO,DK,2012,,0,25.0,25.0,170635805316.879,327148943812.137,0.8,43.9,67.4,31.7,52.5
SE-DK,SE,DK,2012,0.8,1,25.0,25.0,552483727282.802,327148943812.137,204.8,68.8,67.4,60.7,52.5
SE-DK,SE,DK,2012,0.8,1,25.0,25.0,552483727282.802,327148943812.137,211.8,68.8,67.4,60.7,52.5
